,TRUTH,FULL_NEWS,cluster
5364,FALSE,China covered up the virus and arrested a doctor who warned about the virus,11
5365,TRUE,MYTH: China covered up the virus and arrested a doctor who warned about the virus FACT: The doctor's information was not correct and experts were already dealing with the situation,11
5366,FALSE,China's incompetence and lack of transparency caused the virus to spread,11
5367,TRUE,MYTH: China's incompetence and lack of transparency caused the virus to spread FACT: @WHO officials acknowledge that China's RAPID RESPONSE helped contain the spread and saved lives around the world,7
5368,FALSE,"China's hospital, supply shortage endangered people",8
5369,TRUE,"MYTH: China's hospital, supply shortage endangered peopleFACTS: StethoscopeAll treatment is free HospitalMultiple hospitals built in 1-2 weeks Soccer ballSports venues converted to hospitals ''''?? 42k medics sent to Hubei Factory Thousands of factories refitted to produce masks, respirators, supplies",8
5370,FALSE,China threatens world supplies,7
5371,TRUE,"MYTH: China threatens world supplies FACT: China is supplying critical medical equipment, doctors, experties to countries AROUND THE WORLD",7
5372,FALSE,?The military are on the streets in Italy,0
5373,FALSE,the vaccine was created in Australia to combat Covid-19,16
5374,FALSE,"?a researcher said to be from Zanjan University in China, saying you should take as much vitamin C as possible to protect yourself from the virus",11
5375,FALSE,Bathing with hot water will prevent you from catching the virus,11
5376,FALSE,Ultraviolet light should be used for sterilization,0
5377,FALSE,Specific medicine as a cure has been recommended,0
5378,FALSE,Transmission through mosquito bites is possible,0
5379,FALSE,Extremely hot or cold climates curb the spread,12
5380,FALSE,Regularly rinsing your nose with saline help prevent infection with the coronavirus,0
5381,FALSE,Once the weather warms up here it will prevent coronavirus transmission,0
5382,FALSE,Eating food cooked in mustard oil will protect you against coronavirus,0
5383,FALSE,Vaccines against pneumonia will protect you against coronavirus,0
5384,FALSE,An ultraviolet disinfection lamp can kill coronavirus,0
5385,FALSE,taking a hot bath reduce the risk of infection,0
5386,FALSE,cold water kill the covid-19 virua,16
5387,FALSE,Antiboitics are effective in preventing and treating the covid-19 virus,11
5388,FALSE,Black people are socially distancing less than others and assuming that's why we are experiencing higher rates of COVID-19,15
5389,FALSE,Bill has just starting to do charity work,0
5390,FALSE,hospitals have never set up surge tents before,0
5391,FALSE,PMal/Labor playing politics and scaring nurses claiming they're not covered by workers compensation for Covid 19,0
5392,FALSE,Stone pelting on Medical team escorting covid-positive members of the Tablighi Jamaat in Firozabad,0
5393,FALSE,"The explanation put forth by the AG isn't an accusation that abortion is 'murder'. Rather, Paxton states that abortion providers would take away necessary resources for fighting COVID-19",16
5394,FALSE,0 staff members at Fortis Hospital Mulund have tested positive,8
5395,FALSE,gargling salt water or avoiding cold food and drink stops the infection,0
5396,FALSE,the virus is airborne,11
5397,FALSE,the gov is making students repeat their grades from this year,0
5398,FALSE,hese are Muslims trying to spread coronavirus,12
5399,FALSE,italian suicide who lost entire family to Corona,0
5400,FALSE,Kenyans want a lockdown to contain Covid-19,16
5401,FALSE,Gates wants to test a 'vaccine' in Africa,0
5402,FALSE,more than 360 people have died from Covid-19 in Burkina Faso,15
5403,FALSE,5G networks cause Covid-19 or contribute to its spread,12
5404,FALSE,Covid-19 is linked with 5G,16
5405,FALSE,#Covid_19 patients from Tableeghi Jamat attacked medical team,0
5406,FALSE,"""A report that China also lifted its year-old ban on Canadian canola exports",7
5407,FALSE,Claims that Black Men are worst paying child support,0
5408,FALSE,coronavirus victims are being thrown into the sea in many countries,0
5409,FALSE,single person in #Rwanda has died of COVID 19 pandemic,2
5410,FALSE,#COVID test on that tiger,0
5411,FALSE,Black skin is resistant to Covid-19,16
5412,FALSE,Shaving your beard make you resistant,0
5413,FALSE,A cup of black tea cure coronavirus,0
5414,FALSE,images show Italian patients treated on the streets,0
5415,FALSE,a video show show people in China pulling down a 5G mast,14
5416,FALSE,Lemon juice protects you from Covid-19,16
5417,FALSE,Mosquito bites can infect you with the virus,11
5418,FALSE,Blood donations will get you a free test,0
5419,FALSE,testing kits were contaminated was widely shared on social media,0
5420,FALSE,An evangelical preacher who claims he can cure the virus,11
5421,FALSE,eating garlic to prevent infection,0
5422,FALSE,"a ""miracle mineral supplement"", called MMS, can ""wipe out"" coronavirus",0
5423,FALSE,"As reports of the shortages emerged in Italy, so did recipes for home-made gel on social media",0
5424,FALSE,The use of colloidal silver was promoted on US televangelist Jim Bakker's show. Colloidal silver is tiny particles of the metal suspended in liquid. A guest on the show claimed the solution kills some strains of coronavirus within 12 hours (while admitting it hadn't yet been tested on Covid-19),16
5425,FALSE,drinking water every 15 minutes to flush out any virus that might have entered the mouth,11
5426,FALSE,"One post, copied and pasted by dozens of social media users in different countries - and falsely attributed to Unicef - claims that drinking hot water and exposure to the sun will kill the virus, and says ice cream is to be avoided",11
5427,FALSE,The Dr that came in from America with her sick baby to Ile-Ife being the cause of the rise in Osun state COVID-19 case,16
5428,FALSE,Chief justice's son being suspected with COVID-19,16
5429,FALSE,5G causing covid-19,16
5430,FALSE,the Brazilian military has deposed Bolsonaro over his mishandling of COVID-19,16
5431,FALSE,But FakeNews spread a rumor attributed to Lebanonfile that I contaminated a delivery man who infected other residents in CapSurVill,14
5432,FALSE,Engr. A. A. Laya Have donated 1 billion naira 4 the fight against COVID-19,16
5433,FALSE,"you need special permission or 'paperwork,' other than a Driver's License/Learner's Permit, Vehicle Registration, & Proof of Financial Responsibility to drive on PA highways during #COVID19",0
5434,FALSE,People are entering from Afghanistan to Pakistan,15
5435,FALSE,the vaccine from Bill Gates lab also include a microchip which with G5 technology will track you where you go,0
5436,FALSE,Hamilton Police are issuing tickets under the Emergency Management and Civil Protection Act in #HamOnt if there are more than 2+ people in a car,15
5437,FALSE,Tom hanks is dead,0
5438,FALSE,Tom hanks is arrested,0
5439,FALSE,cigars & whiskey are a Covid-19 safety plan..,16
5440,FALSE,the government extending hours of the national curfew which is currently from 10 PM to 4 AM,6
5441,FALSE,san angelo police are conducting Traffic Stops or Traffic Checkpoints to validate 'Essential Businesses/Services Employees.',0
5442,FALSE,"you need 'paperwork' other than a Driver's License/Learner's Permit, Vehicle Registration, & Proof of Insurance to drive during #COVID19",0
5443,FALSE,there is observed trend with its admitted COVID-19 positive patients acquiring the disease from groceries,0
5444,FALSE,WIC is sending out new benefit cards to use during COVID-19,4
5445,FALSE,xposing yourself to the sun can prevent the coronavirus disease 2019 (COVID-19),16
5446,FALSE,there was an employee from Rebeca's Bakery in Watsonville that has tested positive for COVID-19,0
5447,FALSE,viral message claiming WHO has released lock down schedule,0
5448,FALSE,Phone calls recording and whatsup monitoring,0
5449,FALSE,CDO is COVID-19 free,16
5450,FALSE,Sarah Elago being disseminated by evil individuals and organizations,0
5451,FALSE,King Vajiralongkorn has died from COVID-19,16
5452,FALSE,consuming poisonous 'Ummetha kaya' (from Datura plant) would prevent coronovirus,0
5453,FALSE,urses have died in our ITU department,0
5454,FALSE,telecommunications services in the country will crash,0
5455,FALSE,Gov. Steve Sisolak's activation of the Guard this week means he's invoking martial law,0
5456,FALSE,an officer died from coronavirus,0
5457,FALSE,E National Guard is being mobilized for anything else.call for military or marshal law,0
5458,TRUE,Black people are not socially distancing less than others and assuming that's why we are experiencing higher rates of COVID-19 is dangerously untrue. Black people are experiencing higher rates of COVID-19 because of racism. Full stop,15
5459,TRUE,"Bill has been doing charitable works for years long before covid, it will be untrue to say he is just starting. Its the other two we should be asking questions",0
5460,TRUE,"Screenshots. Again, the #COVID death rate in the elderly is quite high - but to act as if hospitals have never set up surge tents before is just untrue",0
